publisher,genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year,Indie
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",49.99,False,Milestone S.r.l.,mixed,67.0,2016,0
Bigben Interactive,['Racing'],WRC 6 FIA World Rally Championship,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",44.99,False,Kylotonn Racing Games,mixed,68.0,2016,0
,nan,Thumper,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated']",19.99,False,,positive,85.0,0,0
Scott Cawthon,"['Action', 'Indie', 'Simulation']",Five Nights at Freddy's: Sister Location,['Single-player'],7.99,False,Scott Cawthon,mixed,62.0,2016,1
"2K, Aspyr (Mac)","['Action', 'Adventure']",Mafia III,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,"Hangar 13,Aspyr (Mac)",mixed,62.0,2016,0
Trion Worlds,"['Free to Play', 'Strategy']",Atlas Reactor,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Trion Worlds,positive,81.0,2016,0
Lince Works,"['Action', 'Adventure', 'Indie']",Aragami,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Lince Works,mostly Positive,71.0,2016,1
Coatsink,"['Action', 'Adventure', 'Indie']",Shu,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",11.99,False,"Coatsink,Secret Lunch",positive,85.0,2016,1
Ysbryd Games,"['Indie', 'RPG']",Masquerada: Songs and Shadows,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Witching Hour Studios,mixed,64.0,2016,1
SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Knuist &amp; Perzik,mostly Positive,78.0,2016,1
Kasedo Games,"['Action', 'Indie', 'RPG']",The Metronomicon: Slay The Dance Floor,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,Puuba,mostly Positive,79.0,2016,1
Wargaming Labs,['Action'],Hybrid Wars,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",17.99,False,Extreme Developers,mixed,54.0,2016,0
Brain&amp;Brain,"['Adventure', 'Casual', 'Indie']",Burly Men at Sea,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Brain&amp;Brain,positive,82.0,2016,1
Spellbind Studios,"['Indie', 'RPG']",Rogue Wizards,['Single-player'],14.99,False,Spellbind Studios,mixed,67.0,2016,1
Hikergames,"['Action', 'Adventure', 'Indie']",Toy Odyssey: The Lost and Found,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Hikergames,mixed,66.0,2016,1
tinyBuild,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Diaries of a Spaceport Janitor,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Sundae Month,mixed,69.0,2016,1
M2H,"['Action', 'Casual', 'Indie']",Marooners,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",12.99,False,M2H,mixed,70.0,2016,1
Ocelot Society,"['Adventure', 'Indie']",Event[0],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Ocelot Society,mostly Positive,75.0,2016,1
505 Games,"['Adventure', 'Indie', 'RPG', 'Strategy']",Ember,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,N-Fusion Interactive,mixed,70.0,2016,1
MAGES. Inc.,['Adventure'],STEINS;GATE,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",34.99,False,MAGES. Inc.,very positive,87.0,2016,0
Kasedo Games,"['Simulation', 'Strategy']",Project Highrise,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,SomaSim,mostly Positive,73.0,2016,0
505 Games,"['Action', 'Adventure', 'RPG']",How to Survive 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Eko Software,mixed,69.0,2016,0
"Prospect Games, Merge Games","['Action', 'Adventure', 'Indie']",Unbox: Newbie's Adventure,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Prospect Games,mixed,68.0,2016,1
Devolver Digital,"['Action', 'Indie']",Mother Russia Bleeds,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Le Cartel Studio,mixed,70.0,2016,1
,nan,Redout: Enhanced Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']",34.99,False,,positive,81.0,0,0
"BitFinity, Sunken Treasure Games","['Action', 'Adventure', 'Indie']",Tadpole Treble,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor', 'Commentary available']",4.99,False,BitFinity,very positive,90.0,2016,1
Maschinen-Mensch,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Curious Expedition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Maschinen-Mensch,mostly Positive,74.0,2016,1
Focus Home Interactive,"['Adventure', 'Indie']",Seasons after Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Swing Swing Submarine,mostly Positive,75.0,2016,1
Whale Hammer Games,"['Adventure', 'Indie', 'RPG', 'Strategy']",Tahira: Echoes of the Astral Empire,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Whale Hammer Games,mixed,66.0,2016,1
Good Shepherd Entertainment,"['Action', 'Indie']",RunGunJumpGun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",7.99,False,ThirtyThree,positive,82.0,2016,1
1C Company,"['Action', 'Indie']",Shiny,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Garage 227,mixed,51.0,2016,1
Perfect World Entertainment,"['Action', 'Adventure', 'Indie']",Livelock,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Tuque Games,mostly Positive,73.0,2016,1
Metanet Software Inc.,['Action'],N++ (NPLUSPLUS),"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Metanet Software Inc.,very positive,90.0,2016,0
Wargaming Labs,['Strategy'],Master of Orion,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",29.99,False,NGD Studios,mostly Positive,74.0,2016,0
Wargaming Labs,['Strategy'],Master of Orion 3,['Single-player'],9.99,False,Quicksilver Software,mixed,64.0,2003,0
505 Games,"['Adventure', 'Casual', 'Indie']",Virginia,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",9.99,False,Variable State,mostly Positive,74.0,2016,1
,nan,Obduction,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']",29.99,False,,mostly Positive,76.0,0,0
Digital Dreams,"['Adventure', 'Indie']",Metrico+,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",13.99,False,Digital Dreams,mixed,66.0,2016,1
BANDAI NAMCO Entertainment America,"['Free to Play', 'Indie', 'Strategy']",Duelyst,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free To Play,False,Counterplay Games Inc.,positive,82.0,2016,1
Battlecruiser Games,"['Adventure', 'Indie', 'Strategy']",Guards,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Commentary available']",4.99,False,Battlecruiser Games,mixed,49.0,2016,1
Devolver Digital,"['Action', 'Indie', 'Strategy']",Okhlos: Omega,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Coffee Powered Machine,mixed,69.0,2016,1
Ubisoft,"['RPG', 'Strategy']",Champions of Anteria™,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,False,Blue Byte,mixed,67.0,2016,0
Hello Games,"['Action', 'Adventure']",No Man's Sky,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",59.99,False,Hello Games,mixed,61.0,2016,0
WeirdBeard,"['Casual', 'Indie']",Tricky Towers,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,WeirdBeard,mostly Positive,80.0,2016,1
505 Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",ABZU,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Giant Squid,positive,83.0,2016,1
Orthogonal Games,"['Action', 'Adventure', 'Indie']",Near Death,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Orthogonal Games,mixed,70.0,2016,1
Team17 Digital Ltd,"['Action', 'Casual', 'Indie', 'Simulation']",Overcooked,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",16.99,False,Ghost Town Games Ltd.,positive,81.0,2016,1
"Ysbryd Games, WhisperGames",['Indie'],She Remembered Caterpillars,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",11.99,False,jumpsuit entertainment UG (haftungsbeschränkt),positive,82.0,2017,1
Blendo Games,"['Action', 'Adventure', 'Indie']",Quadrilateral Cowboy,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Commentary available']",19.99,False,Blendo Games,positive,81.0,2016,1
Merge Games,"['Adventure', 'Indie', 'Simulation']",Mainlining,"['Single-player', 'Steam Trading Cards']",9.99,False,Rebelephant,mostly Positive,73.0,2017,1
Xibalba Studios,"['Action', 'Indie']",MilitAnt,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Xibalba Studios,mixed,41.0,2016,1
The Quantum Astrophysicists Guild,"['Action', 'Casual', 'Indie', 'Strategy']",Tumblestone,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",24.99,False,The Quantum Astrophysicists Guild,very positive,91.0,2016,1
Dry Cactus,"['Indie', 'Simulation']",Poly Bridge,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",11.99,False,Dry Cactus,mostly Positive,73.0,2016,1
Kitty Lambda Games Inc.,"['Action', 'Adventure', 'Indie', 'RPG']",The Real Texas,"['Single-player', 'Steam Achievements']",14.99,False,Kitty Lambda Games Inc.,mostly Positive,74.0,2016,1
"Anarteam, Plug In Digital","['Action', 'Indie']",Anarcute,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Anarteam,mostly Positive,79.0,2016,1
,"['Adventure', 'RPG']",Krai Mira: Extended Cut,"['Single-player', 'Steam Achievements']",7.99,False,TallTech studio,mixed,50.0,2016,0
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",Arma 3 Apex,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",34.99,False,Bohemia Interactive,mostly Positive,74.0,2016,0
GameTrust Games,['Adventure'],Song of the Deep,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Insomniac Games,mostly Positive,71.0,2016,0
Good Shepherd Entertainment,"['Action', 'Indie', 'Strategy']",Crush Your Enemies,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Vile Monarch,mixed,63.0,2016,1
Spooky Doorway,"['Adventure', 'Casual', 'Indie']",The Darkside Detective,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Spooky Doorway,mostly Positive,75.0,2017,1
Deep Silver,['Action'],Mighty No. 9,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,"Comcept,Inti Creates",mixed,52.0,2016,0
"Ysbryd Games, AGM PLAYISM","['Adventure', 'Indie', 'Simulation']",VA-11 Hall-A: Cyberpunk Bartender Action,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Sukeban Games,mostly Positive,77.0,2016,1
Focus Home Interactive,"['Indie', 'Strategy']",Space Run Galaxy,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Passtech Games,mostly Positive,75.0,2016,1
Focus Home Interactive,"['Simulation', 'Sports']",Pro Cycling Manager 2016,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud']",19.99,False,Cyanide Studio,mixed,64.0,2016,0
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Valentino Rossi The Game,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,False,Milestone S.r.l.,mostly Positive,72.0,2016,0
Black Pants Studio,['Indie'],On Rusty Trails,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",12.99,False,Black Pants Studio,mostly Positive,77.0,2016,1
NCSOFT,"['Free to Play', 'Massively Multiplayer', 'RPG']",WildStar,"['Online Multi-Player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Carbine Studios,positive,82.0,2014,0
NCSOFT,"['Free to Play', 'Massively Multiplayer', 'RPG']",WildStar: Adventure Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",19.99,False,Carbine Studios,positive,82.0,2016,0
NCSOFT,"['Free to Play', 'Massively Multiplayer', 'RPG']",WildStar: Hero Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",49.99,False,Carbine Studios,positive,82.0,2016,0
NCSOFT,"['Free to Play', 'Massively Multiplayer', 'RPG']",WildStar: Legend Pack (NA),"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",99.99,False,Carbine Studios,positive,82.0,2016,0
Image &amp; Form,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",SteamWorld Heist,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Image &amp; Form,positive,81.0,2016,1
Slitherine Ltd.,['Strategy'],Last Days of Old Earth,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Auroch Digital,mixed,66.0,2016,0
Adult Swim Games,"['Action', 'Indie', 'RPG']",WASTED,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",12.99,False,Mr. Podunkian,mixed,68.0,2016,1
Paradox Interactive,"['Simulation', 'Strategy']",Hearts of Iron IV,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",39.99,False,Paradox Development Studio,positive,83.0,2016,0
K Bros Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",Super Duper Party Pooper,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,K Bros Games,mixed,40.0,2016,1
Lienzo,"['Action', 'Adventure', 'Indie']",Hunter's Legacy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,False,Lienzo,mixed,58.0,2016,1
Good Shepherd Entertainment,"['Action', 'Adventure']",Hard Reset Redux,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Flying Wild Hog,mostly Positive,73.0,2016,0
Three Fields Entertainment,"['Action', 'Sports']",Dangerous Golf,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",19.99,False,Three Fields Entertainment,mixed,54.0,2016,0
Stellar Jockeys,"['Action', 'Indie']",Brigador: Up-Armored Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,"Stellar Jockeys,Gausswerks",mixed,70.0,2016,1
"XSEED Games, Marvelous USA, Inc.",['Action'],SENRAN KAGURA SHINOVI VERSUS,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,False,Tamsoft,mixed,70.0,2016,0
Brainy Studio LLC,"['Action', 'Adventure', 'Casual', 'Indie']",TurnOn,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Brainy Studio LLC,mixed,67.0,2016,1
Jagex,"['Adventure', 'Free to Play', 'Strategy']",Chronicle: RuneScape Legends,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Jagex,mostly Positive,76.0,2016,0
Kasedo Games,"['Action', 'Strategy']",Excubitor,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Tesseract Interactive,mixed,69.0,2016,0
Spiral Summit Games,"['Action', 'Indie']",Blacksea Odyssey,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,False,Blacksea Odyssey,mostly Positive,74.0,2016,1
"SEGA, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'Strategy']",Total War: WARHAMMER,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",59.99,False,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",positive,86.0,2016,0
Rising Star Games,"['Adventure', 'Indie']",Lumo,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Triple Eh?,mostly Positive,77.0,2016,1
Running With Scissors,"['Action', 'Indie']",POSTAL Redux,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",8.99,False,Running With Scissors,mixed,54.0,2016,1
Degica,['Action'],Koihime Enbu,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,"UNKNOWN GAMES,M2 Co.,LTD",mixed,68.0,2016,0
Slitherine Ltd.,['Strategy'],Sengoku Jidai: Shadow of the Shogun,"['Single-player', 'Multi-player', 'Includes level editor']",29.99,False,Byzantine Games,mostly Positive,80.0,2016,0
COWCAT,"['Adventure', 'Casual', 'Indie']",Demetrios - The BIG Cynical Adventure,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,COWCAT,mostly Positive,72.0,2016,1
,nan,The Punisher,['Captions available'],3.99,False,,mixed,67.0,2004,0
Bethesda Softworks,['Action'],DOOM,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",29.99,False,id Software,positive,85.0,2016,0
Winch Gate Property Limited,"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Ryzom,"['Multi-player', 'MMO', 'Co-op', 'Cross-Platform Multiplayer']",Free to Play,False,Winch Gate Property Limited,mixed,64.0,2016,1
Flazm,"['Action', 'Adventure', 'Indie']",Scrap Garden,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,"Egidijus Bachur,Alexey Davydov",mixed,58.0,2016,1
"BadFly Interactive, a.s.","['Action', 'Indie', 'RPG']",Dead Effect 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",11.99,False,"BadFly Interactive, a.s.",mixed,53.0,2016,1
Paradox Interactive,"['Simulation', 'Strategy']",Stellaris,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",39.99,False,Paradox Development Studio,mostly Positive,78.0,2016,0
,['Video Production'],Cars,"['Single-player', 'Downloadable Content', 'Full controller support']",Free,False,Nozon,mostly Positive,73.0,2016,0
10tons Ltd,"['Action', 'Adventure', 'Indie', 'RPG']",Neon Chrome,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,False,10tons Ltd,mostly Positive,74.0,2016,1
,nan,Reservoir Dogs,['Captions available'],3.99,False,,mixed,50.0,1992,0
,nan,FROM DUSK TILL DAWN,['Captions available'],3.99,False,,mixed,58.0,1996,0
Creaky Corpse Ltd,"['Adventure', 'Indie', 'Strategy']",March of the Living,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Machine 22,mixed,63.0,2016,1
BeautiFun Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Megamagic: Wizards of the Neon Age,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,BeautiFun Games,mixed,67.0,2016,1
Klei Entertainment,"['Adventure', 'Indie', 'Simulation']",Don't Starve Together,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,Klei Entertainment,positive,83.0,2016,1
Focus Home Interactive,['Strategy'],Battlefleet Gothic: Armada,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']",39.99,False,Tindalos Interactive,mostly Positive,77.0,2016,0
"Black Forest Games, THQ Nordic","['Action', 'Indie']",Rogue Stormers,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Black Forest Games,mixed,68.0,2016,1
increpare games,['Indie'],Stephen's Sausage Roll,"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud']",29.99,False,increpare games,very positive,90.0,2016,1
Rebellion,"['Action', 'Strategy']",Battlezone 98 Redux,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Big Boat Interactive,mostly Positive,75.0,2016,0
"Spike Chunsoft Co., Ltd.",['Adventure'],Danganronpa 2: Goodbye Despair,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,"Spike Chunsoft Co., Ltd.,Abstraction Games",positive,83.0,2016,0
,nan,The Collider 2,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Seated', 'Standing']",9.99,False,,mixed,70.0,0,0
Hex Entertainment,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",HEX: Shards of Fate,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'In-App Purchases']",87.94,False,Hex Entertainment,very positive,87.0,2016,0
Destructive Creations,"['Action', 'Indie']",IS Defense,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Destructive Creations,mixed,50.0,2016,1
Versus Evil,"['Indie', 'RPG', 'Strategy']",The Banner Saga 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Stoic,positive,82.0,2016,1
Square Enix,['RPG'],FINAL FANTASY IX,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",20.99,False,Square Enix,positive,84.0,2016,0
Square Enix,"['Adventure', 'Indie']",Goetia,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Sushee,mostly Positive,79.0,2016,1
"PlayStation Mobile, Inc.","['Adventure', 'Casual', 'Indie']",Everybody's Gone to the Rapture,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,False,The Chinese Room,mostly Positive,76.0,2016,1
