genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year
"['Action', 'Adventure', 'Indie']",Flinthook,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Tribute Games Inc.,mostly Positive,80.0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Shiness: The Lightning Kingdom,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Enigami,mixed,68.0,2017
nan,Altitude,['Captions available'],4.99,False,,mostly Positive,79.0,2017
"['Action', 'Adventure', 'Strategy']",Shogo: Mobile Armor Division,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player']",9.99,False,Monolith Productions,very positive,88.0,1998
"['Action', 'Adventure']",Bulletstorm: Full Clip Edition,"['Single-player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",39.99,False,People Can Fly,mostly Positive,76.0,2017
"['Adventure', 'Indie']",The Franz Kafka Videogame,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Denis Galanin (mif2000),mixed,65.0,2017
['Action'],BULLET SOUL / バレットソウル - 弾魂 -,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,"MAGES. Inc.,5pb",mostly Positive,76.0,2017
"['Adventure', 'Indie']",Blackwood Crossing,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats']",15.99,False,PaperSeven LTD,mixed,70.0,2017
['Racing'],FlatOut 4: Total Insanity,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",29.99,False,Kylotonn,mixed,52.0,2017
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Great Whale Road,"['Single-player', 'Steam Trading Cards']",19.99,False,Sunburned Games,mixed,61.0,2017
"['Adventure', 'Casual', 'Indie']",Miniature Garden,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Muzintou,mixed,66.0,2017
"['Action', 'Adventure', 'Indie']",Rain World,"['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support']",19.99,False,Videocult,mixed,66.0,2017
"['Free to Play', 'RPG', 'Simulation']",Fallout Shelter,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free to Play,False,Bethesda Game Studios,mixed,63.0,2017
"['Indie', 'RPG', 'Strategy']",Battle Brothers,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Overhype Studios,mostly Positive,80.0,2017
"['Action', 'Indie', 'RPG', 'Strategy']",Has-Been Heroes,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Frozenbyte,mixed,63.0,2017
"['Action', 'Adventure']","Mafia III: Faster, Baby!","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Hangar 13,mixed,62.0,2017
nan,Narcosis,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated']",19.99,False,,mostly Positive,72.0,0
['Sports'],Bush Hockey League,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",11.99,False,V7 Entertainment Inc.,mixed,48.0,2017
"['Adventure', 'Casual', 'Indie']",Snake Pass,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Sumo Digital,mostly Positive,71.0,2017
"['Indie', 'Simulation', 'Sports', 'Strategy']",Out of the Park Baseball 18,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,Out of the Park Developments,positive,86.0,2017
"['Adventure', 'Indie']",The Crow's Eye,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,3D2 Entertainment,mixed,65.0,2017
"['Adventure', 'Indie']",Kona,"['Single-player', 'Steam Achievements', 'Full controller support']",19.99,False,Parabole,mostly Positive,73.0,2017
"['Action', 'RPG']",NieR:Automata™,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",59.99,False,Square Enix,positive,84.0,2017
"['Indie', 'RPG']",The Keep,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,"CINEMAX, s.r.o.",mixed,61.0,2017
"['Adventure', 'Indie']",Dark Train,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,Paperash Studio,mostly Positive,76.0,2016
"['Adventure', 'Indie']",Future Unfolding,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Spaces of Play UG,mostly Positive,75.0,2017
"['Action', 'Racing']",Gas Guzzlers: Combat Carnage,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,Gamepires,mixed,58.0,2012
"['Adventure', 'Indie']",2Dark,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Gloomywood,mixed,68.0,2017
"['Action', 'Adventure']",Blossom Tales: The Sleeping King,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,"Castle Pixel, LLC.",mostly Positive,78.0,2017
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Faeria,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,False,Abrakam SA,mostly Positive,80.0,2017
"['Adventure', 'Indie']",Stories Untold,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,No Code,positive,81.0,2017
"['Adventure', 'Indie', 'RPG', 'Strategy']",Torment: Tides of Numenera,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",44.99,False,inXile Entertainment,positive,81.0,2016
"['Indie', 'RPG']",Shadows of Adam,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Something Classic Games LLC,mostly Positive,78.0,2017
"['Adventure', 'Indie']",Herald: An Interactive Period Drama - Book I & II,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Wispfire,mostly Positive,77.0,2017
"['Action', 'Indie']",DYSTORIA,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",9.99,False,Tri-Coastal Games,mostly Positive,72.0,2017
"['Casual', 'Indie']",🔴 Circles,"['Single-player', 'Steam Achievements', 'Steam Cloud']",8.99,False,Jeroen Wimmers,mostly Positive,76.0,2017
"['Adventure', 'Indie']",NeverEnd,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",1.99,False,Duck,mixed,44.0,2017
['Adventure'],The Wardrobe,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,C.I.N.I.C. Games,mostly Positive,72.0,2017
"['Adventure', 'Indie', 'Simulation']",We Are Chicago,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,Culture Shock Games LLC,mixed,49.0,2017
"['Adventure', 'Indie']",Alone With You,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Benjamin Rivers Inc.,mostly Positive,75.0,2017
"['Action', 'Adventure']",Brut@l,"['Single-player', 'Multi-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Stormcloud Games,mixed,66.0,2017
"['Adventure', 'Indie']",Leaving Lyndow,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",3.99,False,Eastshade Studios LLC,mostly Positive,74.0,2017
"['Action', 'Indie']",Bleed 2,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Ian Campbell,positive,83.0,2017
"['Indie', 'RPG']",Arelite Core,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Dragon Slumber,mixed,59.0,2017
"['Simulation', 'Sports']",WWE 2K17,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",49.99,False,"Visual Concepts,Yuke's Co., LTD",mixed,61.0,2017
"['Action', 'Adventure', 'Indie']",Phoning Home,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,ION LANDS,mixed,61.0,2017
"['Action', 'Indie']",Splasher,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Splashteam,mostly Positive,79.0,2017
['RPG'],Nights of Azure,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",29.99,False,"KOEI TECMO GAMES CO., LTD.",mixed,64.0,2017
"['Indie', 'Simulation', 'Strategy']",Youtubers Life,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,U-Play Online,mixed,63.0,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Diluvion,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Arachnid Games,mixed,66.0,2017
"['Adventure', 'Indie']",Alwa's Awakening,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",9.99,False,Elden Pixels,mostly Positive,71.0,2017
['Action'],Elite Warriors: Vietnam,['Single-player'],9.99,False,N-Fusion Interactive,mixed,46.0,2006
"['Adventure', 'Indie', 'RPG', 'Simulation']",Angels with Scaly Wings,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Radical Phi,mixed,67.0,2017
['RPG'],Disgaea 2 PC / 魔界戦記ディスガイア2 PC,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,"Nippon Ichi Software, Inc.",positive,81.0,2017
['Action'],Double Dragon IV,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",6.99,False,Arc System Works,mixed,50.0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Linelight,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,My Dog Zorro,very positive,90.0,2017
"['Casual', 'Indie']",A Normal Lost Phone,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,False,Accidental Queens,mostly Positive,71.0,2017
"['Action', 'Adventure', 'Indie']",Nefarious,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,StarBlade,mixed,67.0,2017
"['Simulation', 'Strategy']",Urban Empire,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Reborn Games,mixed,62.0,2017
['Strategy'],"Warhammer 40,000: Sanctus Reach","['Single-player', 'Multi-player', 'Steam Trading Cards']",29.99,False,Straylight Entertainment,mixed,68.0,2017
nan,Siegecraft Commander,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HTC Vive', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']",19.99,False,,mixed,56.0,0
"['Action', 'RPG']",Tales of Berseria™,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,BANDAI NAMCO Studios Inc.,mostly Positive,80.0,2017
['Indie'],Ladykiller in a Bind,"['Single-player', 'Steam Achievements']",19.99,False,Love Conquers All Games,mostly Positive,73.0,2016
['Adventure'],Nancy Drew®: The Secret of Shadow Ranch,['Single-player'],9.99,False,HeR Interactive,mixed,68.0,2004
"['Action', 'Casual', 'Indie']",HoPiKo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Laser Dog,positive,82.0,2017
"['Action', 'Indie']",99Vidas,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,QUByte Interactive,mixed,69.0,2016
"['Action', 'Adventure', 'Indie']",Shantae: Half-Genie Hero,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,WayForward,mostly Positive,76.0,2016
"['Action', 'Indie']",Stereo Aereo,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",3.99,False,The Stonebot Studio,mixed,58.0,2016
"['Adventure', 'Indie']",The Little Acre,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,Pewter Games Studios,mixed,62.0,2016
"['Adventure', 'Casual', 'Indie']",OneShot,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Little Cat Feet,positive,81.0,2016
['Action'],Nitroplus Blasterz: Heroines Infinite Duel,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,EXAMU,mixed,63.0,2016
nan,Arizona Sunshine,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'SteamVR Collectibles', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",39.99,False,,positive,81.0,0
['Action'],Line of Sight: Vietnam,['Single-player'],9.99,False,N-Fusion Interactive,mixed,68.0,2003
"['Adventure', 'Indie']",Maize,"['Single-player', 'Partial Controller Support']",19.99,False,Finish Line Games,mixed,65.0,2016
"['Adventure', 'Indie']",Quern - Undying Thoughts,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",24.99,False,Zadbox Entertainment,positive,83.0,2016
"['Simulation', 'Strategy']",Pl Coaster,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",44.99,False,Frontier Developments,positive,84.0,2016
"['Simulation', 'Strategy']",RollerCoaster Tycoon World™,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",14.99,False,Nvizzio Creations,mixed,43.0,2016
"['Action', 'Adventure', 'Indie']",Super Rad Raygun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,TRU FUN Entertainment,mixed,64.0,2016
"['Adventure', 'Indie']",ENIGMA:,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Uzumeya,mixed,56.0,2016
"['Adventure', 'Massively Multiplayer', 'RPG', 'Strategy']",Dofus,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",Free,False,Ankama Studio,mostly Positive,72.0,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Mekazoo,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,The Good Mood Creators,mostly Positive,80.0,2016
['Action'],Dishonored 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,Arkane Studios,positive,86.0,2016
"['Indie', 'Simulation', 'Strategy']",Ashes of the Singularity: Escalation,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",39.99,False,"Stardock Entertainment,Oxide Games",positive,81.0,2016
"['Racing', 'Simulation', 'Sports', 'Strategy']",Motorsport Manager,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,False,Playsport Games,positive,81.0,2016
"['Adventure', 'Indie']",Small Radios Big Televisions,['Single-player'],11.99,False,Fire Face Corporation,mixed,67.0,2016
nan,Lethal VR,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'HTC Vive', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",14.99,False,,mixed,66.0,0
"['Action', 'Casual', 'Indie']",Pirate Pop Plus,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,dadako,mixed,65.0,2016
"['Action', 'Adventure']",Call of Duty®: Infinite Warfare,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Valve Anti-Cheat enabled']",59.99,False,Infinity Ward,mostly Positive,73.0,2016
"['Action', 'RPG']",Xanadu Next,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Nihon Falcom,mostly Positive,78.0,2016
nan,House of the Dying Sun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Seated']",19.99,False,,mostly Positive,76.0,0
"['Adventure', 'Indie', 'RPG']",Creepy Castle,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,Dopterra,positive,82.0,2016
"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,Out of the Park Developments,mixed,64.0,2016
"['Action', 'Adventure', 'Indie']",Owlboy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",24.99,False,D-Pad Studio,very positive,88.0,2016
"['Adventure', 'Indie']",Rusty Lake: Roots,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,False,Rusty Lake,mostly Positive,75.0,2016
"['RPG', 'Strategy']",Endless Legend™ - Tempest,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",12.99,False,AMPLITUDE Studios,positive,82.0,2016
"['Action', 'Adventure']",Shadow Warrior 2,"['Single-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,Flying Wild Hog,mostly Positive,78.0,2016
"['Action', 'Adventure']",Duke Nukem 3D: 20th Anniversary World Tour,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']",19.99,False,"Nerve Software, Gearbox Software, LLC",mostly Positive,72.0,2016
"['Racing', 'Simulation', 'Sports']",Ride 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",49.99,False,Milestone S.r.l.,mixed,67.0,2016
['Racing'],WRC 6 FIA World Rally Championship,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",44.99,False,Kylotonn Racing Games,mixed,68.0,2016
nan,Thumper,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated']",19.99,False,,positive,85.0,0
"['Action', 'Indie', 'Simulation']",Five Nights at Freddy's: Sister Location,['Single-player'],7.99,False,Scott Cawthon,mixed,62.0,2016
"['Action', 'Adventure']",Mafia III,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,"Hangar 13,Aspyr (Mac)",mixed,62.0,2016
"['Free to Play', 'Strategy']",Atlas Reactor,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Trion Worlds,positive,81.0,2016
"['Action', 'Adventure', 'Indie']",Aragami,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Lince Works,mostly Positive,71.0,2016
"['Action', 'Adventure', 'Indie']",Shu,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",11.99,False,"Coatsink,Secret Lunch",positive,85.0,2016
"['Indie', 'RPG']",Masquerada: Songs and Shadows,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Witching Hour Studios,mixed,64.0,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Knuist &amp; Perzik,mostly Positive,78.0,2016
"['Action', 'Indie', 'RPG']",The Metronomicon: Slay The Dance Floor,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,Puuba,mostly Positive,79.0,2016
['Action'],Hybrid Wars,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",17.99,False,Extreme Developers,mixed,54.0,2016
"['Adventure', 'Casual', 'Indie']",Burly Men at Sea,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Brain&amp;Brain,positive,82.0,2016
"['Indie', 'RPG']",Rogue Wizards,['Single-player'],14.99,False,Spellbind Studios,mixed,67.0,2016
"['Action', 'Adventure', 'Indie']",Toy Odyssey: The Lost and Found,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Hikergames,mixed,66.0,2016
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Diaries of a Spaceport Janitor,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Sundae Month,mixed,69.0,2016
"['Action', 'Casual', 'Indie']",Marooners,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",12.99,False,M2H,mixed,70.0,2016
"['Adventure', 'Indie']",Event[0],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Ocelot Society,mostly Positive,75.0,2016
"['Adventure', 'Indie', 'RPG', 'Strategy']",Ember,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,N-Fusion Interactive,mixed,70.0,2016
['Adventure'],STEINS;GATE,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",34.99,False,MAGES. Inc.,very positive,87.0,2016
"['Simulation', 'Strategy']",Project Highrise,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,SomaSim,mostly Positive,73.0,2016
"['Action', 'Adventure', 'RPG']",How to Survive 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Eko Software,mixed,69.0,2016
"['Action', 'Adventure', 'Indie']",Unbox: Newbie's Adventure,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Prospect Games,mixed,68.0,2016
"['Action', 'Indie']",Mother Russia Bleeds,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Le Cartel Studio,mixed,70.0,2016
nan,Redout: Enhanced Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']",34.99,False,,positive,81.0,0
"['Action', 'Adventure', 'Indie']",Tadpole Treble,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor', 'Commentary available']",4.99,False,BitFinity,very positive,90.0,2016
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Curious Expedition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Maschinen-Mensch,mostly Positive,74.0,2016
"['Adventure', 'Indie']",Seasons after Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Swing Swing Submarine,mostly Positive,75.0,2016
"['Adventure', 'Indie', 'RPG', 'Strategy']",Tahira: Echoes of the Astral Empire,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Whale Hammer Games,mixed,66.0,2016
"['Action', 'Indie']",RunGunJumpGun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",7.99,False,ThirtyThree,positive,82.0,2016
"['Action', 'Indie']",Shiny,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Garage 227,mixed,51.0,2016
"['Action', 'Adventure', 'Indie']",Livelock,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Tuque Games,mostly Positive,73.0,2016
['Action'],N++ (NPLUSPLUS),"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Metanet Software Inc.,very positive,90.0,2016
['Strategy'],Master of Orion,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",29.99,False,NGD Studios,mostly Positive,74.0,2016
['Strategy'],Master of Orion 3,['Single-player'],9.99,False,Quicksilver Software,mixed,64.0,2003
